request_idx,bandit_reward_mean,bandit_reward_std,oracle_reward
167,0.9576724746730298,3.3306690738754696e-16,0.9896539533359268
168,0.9589402207642836,3.3306690738754696e-16,0.9896675237933414
169,0.9601582513225471,3.3306690738754696e-16,0.9896805620759556
170,0.9613285159765649,3.3306690738754696e-16,0.9896930890533691
171,0.9624528878990526,3.3306690738754696e-16,0.9897051247767664
172,0.9521606177853643,1.1102230246251565e-16,0.9897166885110109
173,0.9501151033624089,7.771561172376096e-16,0.9897277987654811
174,0.9403066679364321,1.1102230246251565e-16,0.9897384733236976
175,0.9422554260565721,3.3306690738754696e-16,0.9897487292717879
176,0.9441277622896477,3.3306690738754696e-16,0.9897585830258355
177,0.9459266735724067,3.3306690738754696e-16,0.9897680503581557
178,0.9476550393146653,3.3306690738754696e-16,0.9897771464225418
179,0.9493156260082078,3.3306690738754696e-16,0.9897858857785206
180,0.9509110916549448,3.3306690738754696e-16,0.9897942824146571
181,0.9524439900214176,3.3306690738754696e-16,0.9898023497709451
182,0.9503873629617541,7.771561172376096e-16,0.9898101007603198
183,0.951940799708352,3.3306690738754696e-16,0.989817547789327
